target,type,feature,rho,perm_p,loo_r2cv,loo_rmse,loo_mae,rho_partial_uamag,q_fdr
sdq_totdiff,cont,gyZ_min,-0.19350429322423104,0.36234999999999995,-0.1554049954230774,3.5662573478870496,2.7763819339499114,,0.9752624000000002
sdq_totdiff,cont,gyZ_max,-0.4415416145389272,0.03212999999999999,0.07467337324577117,3.1914870660847945,2.602635363967149,,0.9752624000000002
sdq_totdiff,cont,gyZ_range,-0.11302409854233494,0.59678,-0.020495635388870115,3.3515919206251237,2.6867585327569685,,0.9752624000000002
sdq_totdiff,cont,gyZ_median,-0.16227973681759375,0.44718,-0.05102912755370226,3.401362623020393,2.696313944546123,,0.9752624000000002
sdq_totdiff,cont,gyZ_iqr,-0.22384928466166726,0.29215,-0.06693286154949574,3.427000003255233,2.634477263595154,,0.9752624000000002
sdq_totdiff,cont,gyZ_mad,-0.22384928466166726,0.29215,-0.06532368036164504,3.424414674294479,2.6323858699469262,,0.9752624000000002
sdq_totdiff,cont,gyZ_skew,-0.18910646837822578,0.37319,-0.09977962663879403,3.479352210832899,2.7692160828723433,,0.9752624000000002
sdq_totdiff,cont,gyZ_kurt,-0.018470864353222052,0.92979,-0.06593856426585698,3.425402784181066,2.7192317522442164,,0.985218064516129
sdq_totdiff,cont,gyZ_zcr,-0.12401866065734807,0.5619799999999999,-0.020727317173774296,3.351972352791815,2.759222520796014,,0.9752624000000002
sdq_totdiff,cont,gyZ_madiff,-0.3786527192410521,0.06921,0.07088557382755645,3.1980125277728857,2.5043062694583695,,0.9752624000000002
sdq_totdiff,cont,gyZ_domfreq,0.019350429322423104,0.92642,-0.25701632042932765,3.7197693979635913,2.8515603826579103,,0.985218064516129
sdq_totdiff,cont,gyZ_centroid,-0.2154934174542573,0.31104,0.0018607861063649755,3.3146762616108756,2.7196397733510174,,0.9752624000000002
sdq_totdiff,cont,gyZ_spread,-0.20054081297783943,0.34486000000000006,-0.00437071739641226,3.325007124343692,2.7462481760508513,,0.9752624000000002
sdq_totdiff,cont,gyZ_entropy,-0.16931625657120217,0.42717000000000005,-0.032667228356600075,3.371520125963075,2.7468138157411492,,0.9752624000000002
sdq_totdiff,cont,gyZ_bp_lf,0.14952604476417852,0.48388,-0.025014843270604548,3.3590048914526593,2.715180268240949,,0.9752624000000002
sdq_totdiff,cont,gyZ_bp_mf,-0.31840251885078014,0.12987000000000004,0.05389777981050348,3.227116098641104,2.652405038833606,,0.9752624000000002
sdq_totdiff,cont,gyZ_bp_hf,-0.18514842601682105,0.38429,0.013528930005124562,3.295245197017835,2.672026209002341,,0.9752624000000002
sdq_totdiff,cont,gyMag_mean,-0.33687338320400223,0.10819999999999996,0.009570265635141073,3.301850412984948,2.5911040727487973,,0.9752624000000002
